,article_title,country,population,region,article_quality,revision_id
3731,Torokul Dzhanuzakov,Tajikistan,10.0,CENTRAL ASIA,C,1092752457.0
3732,Torokul Dzhanuzakov,Uzbekistan,35.6,CENTRAL ASIA,C,1092752457.0
3733,Torokul Dzhanuzakov,Uzbekistan,35.6,CENTRAL ASIA,C,1092752457.0
3734,Torokul Dzhanuzakov,Uzbekistan,35.6,CENTRAL ASIA,C,1092752457.0
3735,Torokul Dzhanuzakov,Uzbekistan,35.6,CENTRAL ASIA,C,1092752457.0
3736,Mels Eleusizov,Kazakhstan,19.2,CENTRAL ASIA,Start,1067677703.0
3737,Nygmetjan Esengarin,Kazakhstan,19.2,CENTRAL ASIA,Start,1106822323.0
3738,Jağda Babylyqūly,Kazakhstan,19.2,CENTRAL ASIA,Start,1067021125.0
3739,Rauan Kenzhekhanuly,Kazakhstan,19.2,CENTRAL ASIA,Start,1093281352.0
3740,Oralbeg Abdu Kerimovic,Kazakhstan,19.2,CENTRAL ASIA,Stub,1067021356.0
3741,Altai Kölgınov,Kazakhstan,19.2,CENTRAL ASIA,Start,1110702140.0
3742,Azat Köşekov,Kazakhstan,19.2,CENTRAL ASIA,Stub,1079866227.0
3743,Vladimir Kozlov (politician),Kazakhstan,19.2,CENTRAL ASIA,C,1077708496.0
3744,Krymbek Kusherbayev,Kazakhstan,19.2,CENTRAL ASIA,GA,1106823462.0
3745,Vitaly Mette,Kazakhstan,19.2,CENTRAL ASIA,Start,1106822347.0
3746,Rashid Nugmanov,Kazakhstan,19.2,CENTRAL ASIA,Start,1094412444.0
3747,Nygmet Nurmakov,Kazakhstan,19.2,CENTRAL ASIA,Stub,1098010131.0
3748,Birjan Nurymbetov,Kazakhstan,19.2,CENTRAL ASIA,Start,1049320593.0
3749,Azat Peruashev,Kazakhstan,19.2,CENTRAL ASIA,Start,1112327742.0
3750,Ashat Raqymjanov,Kazakhstan,19.2,CENTRAL ASIA,Stub,1067661973.0
3751,Turar Ryskulov,Kazakhstan,19.2,CENTRAL ASIA,Start,1115089541.0
3752,Bekbol Sagyn,Kazakhstan,19.2,CENTRAL ASIA,Start,971690289.0
3753,Marat Sarsembaev,Kazakhstan,19.2,CENTRAL ASIA,C,1103368385.0
3754,Jambulat Sarsenov,Kazakhstan,19.2,CENTRAL ASIA,C,1110565033.0
3755,Daulet Sembaev,Kazakhstan,19.2,CENTRAL ASIA,C,1106821979.0
3756,Amangeldy Shabdarbayev,Kazakhstan,19.2,CENTRAL ASIA,Start,1067647889.0
3757,Adil Shayakhmetov,Kazakhstan,19.2,CENTRAL ASIA,Stub,1067647994.0
3758,Umut Shayakhmetova,Kazakhstan,19.2,CENTRAL ASIA,Start,1068666423.0
3759,Serik Sultangali,Kazakhstan,19.2,CENTRAL ASIA,Start,1067856473.0
3760,Abai Tasbolatov,Kazakhstan,19.2,CENTRAL ASIA,Start,1049366675.0
3761,Baltash Tursymbaev,Kazakhstan,19.2,CENTRAL ASIA,Stub,1106533021.0
3762,Kuanyshbek Yessekeev,Kazakhstan,19.2,CENTRAL ASIA,Start,1089516984.0
3763,Zhanat Suleimenov,Kazakhstan,19.2,CENTRAL ASIA,Stub,1096322664.0
3764,Abdilatif Abdalla,Kenya,54.0,EASTERN AFRICA,Start,1082435422.0
3765,Roslyne Akombe,Kenya,54.0,EASTERN AFRICA,C,1113461324.0
3766,Dennis Akumu,Kenya,54.0,EASTERN AFRICA,C,1105779636.0
3767,Jane Anyango,Kenya,54.0,EASTERN AFRICA,Start,1091079674.0
3768,Phoebe Asiyo,Kenya,54.0,EASTERN AFRICA,Start,1091079642.0
3769,Francis Atwoli,Kenya,54.0,EASTERN AFRICA,Start,1115624554.0
3770,Agnes Awuor,Kenya,54.0,EASTERN AFRICA,Stub,1093825450.0
3771,James Beauttah,Kenya,54.0,EASTERN AFRICA,Stub,1103076010.0
3772,Willy Bett,Kenya,54.0,EASTERN AFRICA,Stub,1100469112.0
3773,Simon Chelugui,Kenya,54.0,EASTERN AFRICA,Stub,1112700370.0
3774,Chelule Liza,Kenya,54.0,EASTERN AFRICA,Stub,1108087552.0
3775,Reuben Chesire,Kenya,54.0,EASTERN AFRICA,Stub,1098361258.0
3776,Davis Chirchir,Kenya,54.0,EASTERN AFRICA,Stub,1112720266.0
3777,Joyce Emanikor,Kenya,54.0,EASTERN AFRICA,Stub,1078977025.0
3778,Joseph Hellon,Kenya,54.0,EASTERN AFRICA,Start,1066927798.0
3779,Ibrahim Ali Hussein,Kenya,54.0,EASTERN AFRICA,Stub,1017049827.0
3780,Polycarp Igathe,Kenya,54.0,EASTERN AFRICA,C,1107062346.0
3781,Mutea Iringo,Kenya,54.0,EASTERN AFRICA,Stub,1098123156.0
3782,Gitonga Kabugi,Kenya,54.0,EASTERN AFRICA,Stub,1079015815.0
3783,Muriithi Kagai,Kenya,54.0,EASTERN AFRICA,Stub,968198650.0
3784,Gerald Nathaniel Kalya,Kenya,54.0,EASTERN AFRICA,Start,983732969.0
3785,Kingwa Kamencu,Kenya,54.0,EASTERN AFRICA,Start,1005348184.0
3786,Ukur Yatani Kanacho,Kenya,54.0,EASTERN AFRICA,GA,1110641638.0
3787,Irungu Kang'ata,Kenya,54.0,EASTERN AFRICA,C,1110236401.0
3788,Phares Oluoch Kanindo,Kenya,54.0,EASTERN AFRICA,Start,973215082.0
3789,Daniel Karaba,Kenya,54.0,EASTERN AFRICA,Start,1059428297.0
3790,Farida Karoney,Kenya,54.0,EASTERN AFRICA,Start,1091079714.0
3791,Charles Karuga Koinange,Kenya,54.0,EASTERN AFRICA,Start,1098176887.0
3792,Eric Edward Khasakhala,Kenya,54.0,EASTERN AFRICA,C,1110124021.0
3793,Crispus Makau Kiamba,Kenya,54.0,EASTERN AFRICA,Start,968200521.0
3794,Kennedy Kiliku,Kenya,54.0,EASTERN AFRICA,Stub,1066949136.0
3795,Death of Mutula Kilonzo,Kenya,54.0,EASTERN AFRICA,C,1099575688.0
3796,Francis Kimemia,Kenya,54.0,EASTERN AFRICA,Stub,1074452267.0
3797,Kithure A. Kindiki,Kenya,54.0,EASTERN AFRICA,Start,1112725146.0
3798,Hosea Kiplagat,Kenya,54.0,EASTERN AFRICA,Start,1100826472.0
3799,Kiptarus Arap Kirior,Kenya,54.0,EASTERN AFRICA,Stub,1102384062.0
3800,Samuel Kivuitu,Kenya,54.0,EASTERN AFRICA,Stub,981622643.0
3801,Margaret Kobia,Kenya,54.0,EASTERN AFRICA,C,1091079706.0
3802,Willy Komen (politician),Kenya,54.0,EASTERN AFRICA,Start,1109584326.0
3803,Sara Korere,Kenya,54.0,EASTERN AFRICA,Start,957120989.0
3804,Nixon Kiprotich Korir,Kenya,54.0,EASTERN AFRICA,Start,1115039347.0
3805,Kipsengeret Koros,Kenya,54.0,EASTERN AFRICA,Stub,1096575212.0
3806,Davidson Ngibuini Kuguru,Kenya,54.0,EASTERN AFRICA,Stub,719237570.0
3807,Olekina Ledama,Kenya,54.0,EASTERN AFRICA,Start,1104757518.0
3808,Augustine Lotodo,Kenya,54.0,EASTERN AFRICA,Stub,1047038820.0
3809,Ciokaraine M'Barungu,Kenya,54.0,EASTERN AFRICA,Start,1050937193.0
3810,Cleopa Kilonzo Mailu,Kenya,54.0,EASTERN AFRICA,Start,1113754638.0
3811,Betty Maina,Kenya,54.0,EASTERN AFRICA,Stub,1023980701.0
3812,Richard Makenga,Kenya,54.0,EASTERN AFRICA,Stub,1105689993.0
3813,Maurice S. Makhanu,Kenya,54.0,EASTERN AFRICA,Stub,1040404279.0
3814,Marere wa Mwachai,Kenya,54.0,EASTERN AFRICA,Start,992005717.0
3815,Sylvanus Maritim,Kenya,54.0,EASTERN AFRICA,Stub,1110579499.0
3816,Mark Lomunokol,Kenya,54.0,EASTERN AFRICA,Stub,1107325486.0
3817,Jael Mbogo,Kenya,54.0,EASTERN AFRICA,Stub,1097618386.0
3818,Kinuthia Mbugua,Kenya,54.0,EASTERN AFRICA,Start,1100202064.0
3819,Julius Kibiwott Melly,Kenya,54.0,EASTERN AFRICA,Stub,952727230.0
3820,Kibiwott Munge,Kenya,54.0,EASTERN AFRICA,Stub,1088262691.0
3821,Kinuthia Murugu,Kenya,54.0,EASTERN AFRICA,Start,882944475.0
3822,Amram Musungu,Kenya,54.0,EASTERN AFRICA,Start,986544866.0
3823,Chelagat Mutai,Kenya,54.0,EASTERN AFRICA,Start,1107225812.0
3824,Francis Muthaura,Kenya,54.0,EASTERN AFRICA,Start,1081172979.0
3825,Kassim Mwamzandi,Kenya,54.0,EASTERN AFRICA,Stub,908014009.0
3826,John Harun Mwau,Kenya,54.0,EASTERN AFRICA,C,1106642901.0
3827,Anne Kananu,Kenya,54.0,EASTERN AFRICA,Start,1106673774.0
3828,Gunga Mwinga,Kenya,54.0,EASTERN AFRICA,Stub,1103930633.0
3829,Gideon Mwiti,Kenya,54.0,EASTERN AFRICA,Stub,1084421293.0
3830,Tiras Nyingi Ngahu,Kenya,54.0,EASTERN AFRICA,Stub,1073684937.0
3831,Onesmas Ngunjiri,Kenya,54.0,EASTERN AFRICA,Stub,1107657158.0
3832,Gitau wa Njenga,Kenya,54.0,EASTERN AFRICA,Start,1106140473.0
3833,James Njiru,Kenya,54.0,EASTERN AFRICA,Stub,1099165153.0
3834,Stanley Nyagah,Kenya,54.0,EASTERN AFRICA,Start,1115113900.0
3835,Ndindi Nyoro,Kenya,54.0,EASTERN AFRICA,C,1114726094.0
3836,Malik Obama,Kenya,54.0,EASTERN AFRICA,C,1115267227.0
3837,Ahmed Abdi Ogle,Kenya,54.0,EASTERN AFRICA,Stub,1022603728.0
3838,Moses ole Sakuda,Kenya,54.0,EASTERN AFRICA,Stub,1111700581.0
3839,William Odongo Omamo,Kenya,54.0,EASTERN AFRICA,C,1096669223.0
3840,Elijah Omolo Agar,Kenya,54.0,EASTERN AFRICA,Stub,999136727.0
3841,Ruth Oniang'o,Kenya,54.0,EASTERN AFRICA,C,1113462961.0
3842,John Owino,Kenya,54.0,EASTERN AFRICA,Start,1104178485.0
3843,Joshua Aduma Owuor,Kenya,54.0,EASTERN AFRICA,Stub,1110701072.0
3844,Ali Roba,Kenya,54.0,EASTERN AFRICA,Start,1104436466.0
3845,Wesley K. Rono,Kenya,54.0,EASTERN AFRICA,Stub,1024793476.0
3846,Ibrahim A. Saney,Kenya,54.0,EASTERN AFRICA,Stub,936774371.0
3847,Kimaiyo Sego,Kenya,54.0,EASTERN AFRICA,C,1095169588.0
3848,Cornelly Serem,Kenya,54.0,EASTERN AFRICA,Stub,1104178472.0
3849,Lawrence Sifuna,Kenya,54.0,EASTERN AFRICA,Stub,1021451109.0
3850,Elijah K. Sumbeiywo,Kenya,54.0,EASTERN AFRICA,Stub,1035136688.0
3851,Harry Thuku,Kenya,54.0,EASTERN AFRICA,C,1098192265.0
3852,Quincy Timberlake,Kenya,54.0,EASTERN AFRICA,B,1103733442.0
3853,Lilian Tomitom,Kenya,54.0,EASTERN AFRICA,Stub,1022602552.0
3854,Tecla Tum,Kenya,54.0,EASTERN AFRICA,Stub,1022297944.0
3855,Benedict Wachira,Kenya,54.0,EASTERN AFRICA,Start,1099442981.0
3856,Machel Waikenda,Kenya,54.0,EASTERN AFRICA,C,1093095800.0
3857,Nzioka Waita,Kenya,54.0,EASTERN AFRICA,GA,1115500827.0
3858,Judi Wakhungu,Kenya,54.0,EASTERN AFRICA,Start,1091836049.0
3859,Emmanuel Wangwe,Kenya,54.0,EASTERN AFRICA,Stub,1066948595.0
3860,Hassan Wario,Kenya,54.0,EASTERN AFRICA,Start,1104540744.0
3861,Choe Won-taek,"Korea, North",26.1,EAST ASIA,Start,1088856746.0
3862,Han Kil-son,"Korea, North",26.1,EAST ASIA,Stub,994397996.0
3863,Ho Ka-i,"Korea, North",26.1,EAST ASIA,GA,1110416586.0
3864,Kim Jo-guk,"Korea, North",26.1,EAST ASIA,Stub,1111681831.0
3865,Jo Yon-jun,"Korea, North",26.1,EAST ASIA,Stub,1070147185.0
3866,Jon Hui-jong,"Korea, North",26.1,EAST ASIA,Stub,1104639977.0
3867,Jong Chun-sil,"Korea, North",26.1,EAST ASIA,B,1106784625.0
3868,Kang Hyong-bong,"Korea, North",26.1,EAST ASIA,Stub,1111471366.0
3869,Kang Ki-sop,"Korea, North",26.1,EAST ASIA,Stub,1111471386.0
3870,Kang Kwan-il,"Korea, North",26.1,EAST ASIA,Stub,1111471392.0
3871,Kang Kwan-ju,"Korea, North",26.1,EAST ASIA,Start,1111471405.0
3872,Kang Min-chol,"Korea, North",26.1,EAST ASIA,Start,1111471431.0
3873,Kang Mun-sok,"Korea, North",26.1,EAST ASIA,Start,1102258427.0
3874,Kang Nung-su,"Korea, North",26.1,EAST ASIA,C,987463816.0
3875,Kang Phyo-yong,"Korea, North",26.1,EAST ASIA,Stub,1106858161.0
3876,Kang Tong-yun,"Korea, North",26.1,EAST ASIA,C,1111471471.0
3877,Kang Yong-sop,"Korea, North",26.1,EAST ASIA,Start,1111471503.0
3878,Kim Chon-hae,"Korea, North",26.1,EAST ASIA,Start,1011882896.0
3879,Kim Il-chol,"Korea, North",26.1,EAST ASIA,Start,1110841986.0
3880,Kim Pong-chol,"Korea, North",26.1,EAST ASIA,Start,987289456.0
3881,Kim Rak-gyom,"Korea, North",26.1,EAST ASIA,Start,1078662180.0
3882,Kim Ung,"Korea, North",26.1,EAST ASIA,Start,1111191028.0
3883,Kim Yong-ju,"Korea, North",26.1,EAST ASIA,C,1100241392.0
3884,O Sang-hon,"Korea, North",26.1,EAST ASIA,Stub,901843863.0
3885,Pak Chun-hwa,"Korea, North",26.1,EAST ASIA,Stub,994400474.0
3886,Pak Myong-chol,"Korea, North",26.1,EAST ASIA,Start,1070146029.0
3887,Pak Yong-il,"Korea, North",26.1,EAST ASIA,Stub,1111339203.0
3888,Pak Yong-sun (politician),"Korea, North",26.1,EAST ASIA,B,1067086108.0
3889,Ri Hi-yong,"Korea, North",26.1,EAST ASIA,Stub,1092539237.0
3890,Ri Man-gon,"Korea, North",26.1,EAST ASIA,Start,1070145508.0
3891,Ri Pyong-chol,"Korea, North",26.1,EAST ASIA,Start,1098010868.0
3892,Ri Yong-mu,"Korea, North",26.1,EAST ASIA,Start,1091894749.0
3893,Kang Sun-nam,"Korea, North",26.1,EAST ASIA,Start,1115814438.0
3894,Sung Jusik,"Korea, North",26.1,EAST ASIA,Stub,1028731483.0
3895,Yang Bin (businessman),"Korea, North",26.1,EAST ASIA,Start,1061877239.0
3896,Yun Jong-rin,"Korea, North",26.1,EAST ASIA,Stub,1001811053.0
3897,An Kyung-duk,"Korea, South",51.6,EAST ASIA,Start,1096123862.0
3898,Cha Myong-jin,"Korea, South",51.6,EAST ASIA,GA,1100607349.0
3899,Chang Sŏng-man,"Korea, South",51.6,EAST ASIA,C,1064138686.0
3900,Chang Jung-sook,"Korea, South",51.6,EAST ASIA,C,1100655455.0
3901,Cho Hyun-ok,"Korea, South",51.6,EAST ASIA,Start,1085298359.0
3902,Cho Soon,"Korea, South",51.6,EAST ASIA,Stub,1113633066.0
3903,Choi Bae-geun,"Korea, South",51.6,EAST ASIA,C,1064134933.0
3904,Choi Gyung-hwan,"Korea, South",51.6,EAST ASIA,C,1064133524.0
3905,Choi Hye-young,"Korea, South",51.6,EAST ASIA,C,1064128357.0
3906,Choi Jae-hyung,"Korea, South",51.6,EAST ASIA,GA,1100197511.0
3907,Choi Jong-won,"Korea, South",51.6,EAST ASIA,C,1077992255.0
3908,Choi Sae-hwang,"Korea, South",51.6,EAST ASIA,Start,1084839118.0
3909,Chun Yung-woo,"Korea, South",51.6,EAST ASIA,Stub,1092429890.0
3910,Chung Chil-sung,"Korea, South",51.6,EAST ASIA,Start,1115120957.0
3911,Chung Jin-suk (politician),"Korea, South",51.6,EAST ASIA,GA,1115944297.0
3912,Chung Woo-taik,"Korea, South",51.6,EAST ASIA,GA,1100753979.0
3913,Chung Woon-chun,"Korea, South",51.6,EAST ASIA,GA,1095456157.0
3914,Ha Tae-keung,"Korea, South",51.6,EAST ASIA,C,1095456259.0
3915,Han Sun-kyo,"Korea, South",51.6,EAST ASIA,GA,1064117499.0
3916,Hong Moon-jong,"Korea, South",51.6,EAST ASIA,Start,1064104529.0
3917,Hong Sook-ja,"Korea, South",51.6,EAST ASIA,Start,1085298467.0
3918,Hwang Young-cheul,"Korea, South",51.6,EAST ASIA,Start,1080626657.0
3919,Hwangbo Seung-hee,"Korea, South",51.6,EAST ASIA,C,1095459430.0
3920,Jang Kyung-tae,"Korea, South",51.6,EAST ASIA,C,1064135322.0
3921,Jang Sung-min,"Korea, South",51.6,EAST ASIA,Start,1108891281.0
3922,Jang Tae-wan,"Korea, South",51.6,EAST ASIA,Stub,1065609430.0
3923,Jee Man-won,"Korea, South",51.6,EAST ASIA,Stub,987218773.0
3924,Jeon Kwang-hoon,"Korea, South",51.6,EAST ASIA,GA,1114570056.0
3925,Jeong Seung-hwa,"Korea, South",51.6,EAST ASIA,C,1095028849.0
3926,Kang Yong-suk,"Korea, South",51.6,EAST ASIA,C,1107675472.0
3927,Kim Choong-soo,"Korea, South",51.6,EAST ASIA,C,1092597492.0
3928,Kim Eun-hye (politician),"Korea, South",51.6,EAST ASIA,GA,1101948116.0
3929,Kim Han-jung,"Korea, South",51.6,EAST ASIA,C,1101826080.0
3930,Kim Hyung-shik,"Korea, South",51.6,EAST ASIA,C,1089063837.0
3931,Kim Jae-yeon (politician),"Korea, South",51.6,EAST ASIA,GA,1115844217.0
3932,Kim Jong-hoe,"Korea, South",51.6,EAST ASIA,Start,1064139400.0
3933,Kim Jong-hwan (military officer),"Korea, South",51.6,EAST ASIA,Stub,1108889400.0
3934,Kim Joon-kyo,"Korea, South",51.6,EAST ASIA,C,1094552070.0
3935,Kim Jung-hwa (politician),"Korea, South",51.6,EAST ASIA,Start,1064122680.0
3936,Kim Nam-kuk,"Korea, South",51.6,EAST ASIA,C,1100206044.0
3937,Kim Se-jin (politician),"Korea, South",51.6,EAST ASIA,Stub,1064137673.0
3938,"Kim Seon-dong (politician, born 1967)","Korea, South",51.6,EAST ASIA,Start,1091436290.0
3939,Kim Woong,"Korea, South",51.6,EAST ASIA,C,1095456056.0
3940,Kim Yong-hwan (activist),"Korea, South",51.6,EAST ASIA,C,1103661091.0
3941,"Kim Young-bae (politician, born 1967)","Korea, South",51.6,EAST ASIA,C,1064135553.0
3942,Yun-Tae Kim,"Korea, South",51.6,EAST ASIA,Start,1081469858.0
3943,Koo Yun-cheol,"Korea, South",51.6,EAST ASIA,C,1064131525.0
3944,Kwak Sang-hoon,"Korea, South",51.6,EAST ASIA,Stub,1109381257.0
3945,Kweon Seong-dong,"Korea, South",51.6,EAST ASIA,C,1100513078.0
3946,Lee Baek-yun,"Korea, South",51.6,EAST ASIA,Start,1096054624.0
3947,Lee Cha-su,"Korea, South",51.6,EAST ASIA,Stub,1101776299.0
3948,Lee Chul-woo,"Korea, South",51.6,EAST ASIA,Stub,1072898156.0
3949,Lee In-je,"Korea, South",51.6,EAST ASIA,Start,1081993218.0
3950,Lee Keun-shik,"Korea, South",51.6,EAST ASIA,Start,1066448181.0
3951,Lee Sang-kyu,"Korea, South",51.6,EAST ASIA,GA,1102853630.0
3952,Lee Su-jin (politician),"Korea, South",51.6,EAST ASIA,C,1089061824.0
3953,Lee Tae-bok,"Korea, South",51.6,EAST ASIA,Stub,1100038569.0
3954,Min Jong-gi,"Korea, South",51.6,EAST ASIA,Stub,1111213333.0
3955,Moon Sung-hyun,"Korea, South",51.6,EAST ASIA,Stub,987008633.0
3956,Moon Sung-keun,"Korea, South",51.6,EAST ASIA,C,1102261946.0
3957,Noh Hyeong-ouk,"Korea, South",51.6,EAST ASIA,C,1087611699.0
3958,Oh Shin-hwan,"Korea, South",51.6,EAST ASIA,GA,1103665348.0
3959,Pak Tongjin,"Korea, South",51.6,EAST ASIA,Stub,1109535553.0
3960,Park Jong-sun,"Korea, South",51.6,EAST ASIA,Stub,987435977.0
3961,Park Joo-hyun (politician),"Korea, South",51.6,EAST ASIA,Start,1100208904.0
3962,Park Ju-won (politician),"Korea, South",51.6,EAST ASIA,Start,1089062075.0
3963,"Park Jun-young (government official, born 1967)","Korea, South",51.6,EAST ASIA,Start,1102857674.0
3964,Park Kwang-on,"Korea, South",51.6,EAST ASIA,C,1086823866.0
3965,Park Myung-keun,"Korea, South",51.6,EAST ASIA,Start,1039915929.0
3966,Park Seung,"Korea, South",51.6,EAST ASIA,C,1092597275.0
3967,Seonu Hwi,"Korea, South",51.6,EAST ASIA,Start,1100113071.0
3968,Shin Jeong-yil,"Korea, South",51.6,EAST ASIA,C,1060114009.0
3969,Shin Seong-il,"Korea, South",51.6,EAST ASIA,C,1115089132.0
3970,Song Ja,"Korea, South",51.6,EAST ASIA,Start,1070719340.0
3971,Song Ki-seok,"Korea, South",51.6,EAST ASIA,Start,1022487182.0
3972,Woo Hee-jong,"Korea, South",51.6,EAST ASIA,Stub,1064138301.0
3973,Woo Sang-ho (politician),"Korea, South",51.6,EAST ASIA,GA,1114229571.0
3974,Yeo Sang-kyoo,"Korea, South",51.6,EAST ASIA,C,1078834977.0
3975,Yun Chi-chang,"Korea, South",51.6,EAST ASIA,Stub,1095472696.0
3976,Yun Hee-suk,"Korea, South",51.6,EAST ASIA,C,1076833954.0
3977,Yun Ho-jung,"Korea, South",51.6,EAST ASIA,GA,1092133238.0
3978,Yun Il-seon,"Korea, South",51.6,EAST ASIA,Start,1096256383.0
3979,Yun So-ha,"Korea, South",51.6,EAST ASIA,Start,1064118955.0
3980,Yun Young-sun (minister),"Korea, South",51.6,EAST ASIA,Stub,1064136034.0
3981,Ali Aliu,Kosovo,1.8,SOUTHERN EUROPE,Start,1088823081.0
3982,Sejdo Bajramović,Kosovo,1.8,SOUTHERN EUROPE,Start,1106919692.0
3983,Hamza Balje,Kosovo,1.8,SOUTHERN EUROPE,Stub,988565530.0
3984,Bekim Çollaku,Kosovo,1.8,SOUTHERN EUROPE,Start,989081930.0
3985,Veli Deva,Kosovo,1.8,SOUTHERN EUROPE,Stub,1097087563.0
3986,Bajram Gecaj,Kosovo,1.8,SOUTHERN EUROPE,Start,1085013172.0
3987,Getoar Mjeku,Kosovo,1.8,SOUTHERN EUROPE,GA,1110432610.0
3988,Mulla Idriz Gjilani,Kosovo,1.8,SOUTHERN EUROPE,Start,1109348179.0
3989,Bajram Hasani,Kosovo,1.8,SOUTHERN EUROPE,Stub,1068907924.0
3990,Adem Hodža,Kosovo,1.8,SOUTHERN EUROPE,Start,1089913595.0
3991,Adrijana Hodžić,Kosovo,1.8,SOUTHERN EUROPE,Start,1059619919.0
3992,Oliver Ivanović,Kosovo,1.8,SOUTHERN EUROPE,C,1110781072.0
3993,Oliver Ivanović,Kosovo,1.8,SOUTHERN EUROPE,C,1110781072.0
3994,Oliver Ivanović,Serbia,6.8,SOUTHERN EUROPE,C,1110781072.0
3995,Oliver Ivanović,Serbia,6.8,SOUTHERN EUROPE,C,1110781072.0
3996,Ragip Jashari,Kosovo,1.8,SOUTHERN EUROPE,Stub,933663830.0
3997,Elbert Krasniqi,Kosovo,1.8,SOUTHERN EUROPE,Start,1100006829.0
3998,Rrahman Morina,Kosovo,1.8,SOUTHERN EUROPE,Start,1047859449.0
3999,Hasan Prishtina,Kosovo,1.8,SOUTHERN EUROPE,C,1114419215.0
4000,Gazmend Pula,Kosovo,1.8,SOUTHERN EUROPE,Stub,1113326325.0
4001,Goran Rakić,Kosovo,1.8,SOUTHERN EUROPE,C,1105188963.0
4002,Goran Rakić,Kosovo,1.8,SOUTHERN EUROPE,C,1105188963.0
4003,Goran Rakić,Serbia,6.8,SOUTHERN EUROPE,C,1105188963.0
4004,Goran Rakić,Serbia,6.8,SOUTHERN EUROPE,C,1105188963.0
4005,Nenad Rašić,Kosovo,1.8,SOUTHERN EUROPE,Stub,1041150203.0
4006,Selim Selimi,Kosovo,1.8,SOUTHERN EUROPE,Stub,1102497560.0
4007,Igor Simić,Kosovo,1.8,SOUTHERN EUROPE,Start,1110535502.0
4008,Rexhai Surroi,Kosovo,1.8,SOUTHERN EUROPE,Start,1034004343.0
4009,Rada Trajković,Kosovo,1.8,SOUTHERN EUROPE,Start,1109175174.0
4010,Abdulghaphor Hajjieh,Kuwait,4.1,WESTERN ASIA,C,1115773831.0
4011,Alaa Hussein Ali,Kuwait,4.1,WESTERN ASIA,Start,1115819539.0
4012,Ali Hussain Al-Awadhi,Kuwait,4.1,WESTERN ASIA,Start,994095734.0
4013,Saad Bin Tefla,Kuwait,4.1,WESTERN ASIA,Stub,1098295980.0
4014,Haitham al-Ghais,Kuwait,4.1,WESTERN ASIA,Stub,1104873540.0
4015,Ali Mohammed Thunayan Al-Ghanim,Kuwait,4.1,WESTERN ASIA,Start,1114405131.0
4016,Hamad Al-Midlij,Kuwait,4.1,WESTERN ASIA,Stub,1072759720.0
4017,Ibrahim Al-Mudhaf,Kuwait,4.1,WESTERN ASIA,Stub,1106123334.0
4018,Abdullah Al-Nibari,Kuwait,4.1,WESTERN ASIA,Stub,1096143240.0
4019,Salem Al-Ali Al-Sabah,Kuwait,4.1,WESTERN ASIA,C,1113300941.0
4020,Mubarak Al-Zwair,Kuwait,4.1,WESTERN ASIA,Stub,1097480618.0
4021,Arstanbek Abdyldayev,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1088711366.0
4022,Akbaraly Aitikeev,Kyrgyzstan,6.8,CENTRAL ASIA,Stub,1015639087.0
4023,Bermet Akayeva,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1108804084.0
4024,Maxim Bakiyev,Kyrgyzstan,6.8,CENTRAL ASIA,C,1111199135.0
4025,Janish Bakiyev,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1078907651.0
4026,Uran Botobekov,Kyrgyzstan,6.8,CENTRAL ASIA,C,1031944024.0
4027,Bayaman Erkinbayev,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1009720899.0
4028,Kanybek Isakov,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1108850828.0
4029,Sadyr Japarov,Kyrgyzstan,6.8,CENTRAL ASIA,GA,1115891351.0
4030,Maksat Kunakunov,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1100989333.0
4031,German Kuznetsov,Kyrgyzstan,6.8,CENTRAL ASIA,Stub,1080823202.0
4032,German Kuznetsov,Kyrgyzstan,6.8,CENTRAL ASIA,Stub,1080823202.0
4033,German Kuznetsov,Russia,144.3,EASTERN EUROPE,Stub,1080823202.0
4034,German Kuznetsov,Russia,144.3,EASTERN EUROPE,Stub,1080823202.0
4035,Adakhan Madumarov,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1053457031.0
4036,Raimbek Matraimov,Kyrgyzstan,6.8,CENTRAL ASIA,C,1020292463.0
4037,Nurlan Motuev,Kyrgyzstan,6.8,CENTRAL ASIA,Stub,1048167255.0
4038,Jengishbek Nazaraliev,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1110615760.0
4039,Kanat Sadykov,Kyrgyzstan,6.8,CENTRAL ASIA,Stub,954075754.0
4040,Medet Sadyrkulov,Kyrgyzstan,6.8,CENTRAL ASIA,Stub,1078135902.0
4041,Dastan Sarygulov,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1089265314.0
4042,Zhusupbek Sharipov,Kyrgyzstan,6.8,CENTRAL ASIA,Stub,1001739515.0
4043,Sadyk Sher-Niyaz,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1105678112.0
4044,Kamchybek Tashiev,Kyrgyzstan,6.8,CENTRAL ASIA,Start,1090085966.0
4045,Maryam Tugambayeva,Kyrgyzstan,6.8,CENTRAL ASIA,Stub,1081667127.0
